_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
186,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,UMUM,401,2637,3038
187,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,BATRA,3,109,112
188,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,FARMASI,11,125,136
189,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,GIGI,58,437,495
190,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,GIZI,0,3,3
191,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,INSTALASI GAWAT DARURAT,4,9,13
192,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,KIA,106,646,752
193,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,LABORATORIUM,2,22,24
194,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,PARU,5,106,111
195,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,PSIKOLOGI,33,47,80
196,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,UMUM,255,3017,3272
197,Desember,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,VCT,23,195,218
198,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,BATRA,4,35,39
199,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,GIGI,77,482,559
200,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,GIZI,15,40,55
201,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,INSTALASI GAWAT DARURAT,16,15,31
202,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,KIA,248,938,1186
203,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,LANSIA,41,1090,1131
204,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,PARU,1,60,61
205,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,PSIKOLOGI,2,27,29
206,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,RAWAT INAP,1,3,4
207,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,UMUM,321,2205,2526
208,Desember,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,VCT,7,110,117
209,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,BATRA,1,15,16
210,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,GIGI,54,362,416
211,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,GIZI,3,14,17
212,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,KIA,150,553,703
213,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,PSIKOLOGI,0,4,4
214,Desember,Surabaya Utara,Bulak,Puskesmas Kenjeran,UMUM,232,1739,1971
215,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,BATRA,4,18,22
216,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,GIGI,42,203,245
217,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,GIZI,0,1,1
218,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,INSTALASI GAWAT DARURAT,3,0,3
219,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,KIA,131,433,564
220,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,LABORATORIUM,0,2,2
221,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,LANSIA,13,261,274
222,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,PSIKOLOGI,2,3,5
223,Desember,Surabaya Timur,Sukolilo,Puskesmas Keputih,UMUM,347,1046,1393
224,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,BATRA,10,46,56
225,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,GIGI,52,238,290
