_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
137,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,SANITASI,0,1,1
138,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,UMUM,435,2946,3381
139,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,BATRA,2,38,40
140,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIGI,48,293,341
141,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIZI,15,34,49
142,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,KIA,80,368,448
143,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LANSIA,13,426,439
144,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PSIKOLOGI,18,38,56
145,Maret,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,UMUM,202,1404,1606
146,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,BATRA,2,28,30
147,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIGI,89,299,388
148,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIZI,11,35,46
149,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,INSTALASI GAWAT DARURAT,3,3,6
150,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,KIA,45,190,235
151,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LANSIA,14,409,423
152,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PSIKOLOGI,15,29,44
153,Maret,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,UMUM,206,1650,1856
154,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,ANAK,26,254,280
155,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,BATRA,1,34,35
156,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,GIGI,44,280,324
157,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,GIZI,1,4,5
158,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,INSTALASI GAWAT DARURAT,2,0,2
159,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,KIA,91,354,445
160,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,LANSIA,33,450,483
161,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,P2M,1,54,55
162,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,PSIKOLOGI,2,4,6
163,Maret,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,UMUM,201,1309,1510
164,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,BATRA,2,70,72
165,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIGI,69,341,410
166,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIGI SPESIALIS ,5,386,391
167,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIZI,18,68,86
168,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,INSTALASI GAWAT DARURAT,1,0,1
169,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,KIA,170,902,1072
170,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,LANSIA,12,626,638
171,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,PARU,2,72,74
172,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,PSIKOLOGI,8,36,44
173,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,SANITASI,1,22,23
174,Maret,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,UMUM,315,2471,2786
175,Maret,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,ANAK,74,421,495
176,Maret,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,BATRA,2,90,92
177,Maret,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,GIGI,63,309,372
178,Maret,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,GIZI,5,8,13
179,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,INSTALASI GAWAT DARURAT,43,80,123
180,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,KIA,110,628,738
181,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,LANSIA,18,691,709
182,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,MEDICAL CHECK UP,35,37,72
183,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,PSIKOLOGI,25,41,66
184,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,RAWAT INAP,3,14,17
185,Maret,Surabaya Pusat,Jambangan,Puskesmas Kebonsari,UMUM,375,2640,3015
186,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,ANAK,53,351,404
187,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,BATRA,10,107,117
188,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,GIGI,42,420,462
189,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,GIZI,5,28,33
190,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,INSTALASI GAWAT DARURAT,8,313,321
191,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,KIA,80,426,506
192,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,PARU,5,73,78
193,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,PSIKOLOGI,30,56,86
194,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,SANITASI,1,4,5
195,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,UMUM,208,2497,2705
196,Maret,Surabaya Pusat,Tegalsari,Puskesmas Kedungdoro,VCT,39,253,292
197,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,BATRA,0,108,108
198,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,GIGI,77,500,577
199,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,GIZI,21,59,80
200,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,INSTALASI GAWAT DARURAT,14,12,26
201,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,KIA,237,989,1226
202,Maret,Surabaya Selatan,Karang Pilang,Puskesmas Kedurus,LANSIA,51,1282,1333
203,Maret,Surabaya Utara,Karang Pilang,Puskesmas Kedurus,PARU,0,68,68
204,Maret,Surabaya Utara,Karang Pilang,Puskesmas Kedurus,PSIKOLOGI,1,19,20
205,Maret,Surabaya Utara,Karang Pilang,Puskesmas Kedurus,RAWAT INAP,1,1,2
206,Maret,Surabaya Utara,Karang Pilang,Puskesmas Kedurus,UMUM,349,2395,2744
207,Maret,Surabaya Utara,Karang Pilang,Puskesmas Kedurus,VCT,3,104,107
208,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,BATRA,1,43,44
209,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,GIGI,31,281,312
210,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,GIZI,4,28,32
211,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,KIA,118,524,642
212,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,PSIKOLOGI,3,24,27
213,Maret,Surabaya Utara,Bulak,Puskesmas Kenjeran,UMUM,161,1887,2048
214,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,BATRA,2,21,23
215,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,GIGI,36,162,198
216,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,KIA,107,425,532
217,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,LANSIA,17,259,276
218,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,PSIKOLOGI,1,7,8
219,Maret,Surabaya Timur,Sukolilo,Puskesmas Keputih,UMUM,259,1197,1456
220,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,BATRA,2,51,53
221,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,GIGI,55,246,301
222,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,GIZI,2,8,10
223,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,KIA,50,295,345
224,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,LANSIA,32,568,600
225,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,PSIKOLOGI,1,9,10
226,Maret,Surabaya Pusat,Genteng,Puskesmas Ketabang,UMUM,515,1593,2108
227,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,BATRA,3,16,19
228,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,GIGI,33,319,352
229,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,GIZI,1,7,8
230,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,KIA,59,448,507
231,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,LANSIA,24,392,416
232,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,PSIKOLOGI,6,14,20
233,Maret,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,UMUM,269,1252,1521
234,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,BATRA,3,46,49
235,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,GIGI,39,282,321
236,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,GIZI,0,11,11
237,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,INSTALASI GAWAT DARURAT,55,139,194
238,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,KIA,135,924,1059
239,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,LANSIA,21,534,555
240,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,PSIKOLOGI,3,5,8
241,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,RAWAT INAP,11,31,42
